Text Label
ወዲ O
ጠባዩ O
ከመይ O
እዩ O
፧ O

ኣልግብ O
ኣቢላ O
ናብቲ O
መዓስ O
ክጅምሮ O
ክትብል O
ዝጸንሐት O
ጉዳይ O
ኣተወት O
። O

“ O
ደሓን O
እዩ O
በለት O
ኣዛሄር O
ዕግበት O
ብዘይብሉ O
ስምዒት O
። O

ቅልጡፍ O
ናይ O
ገጽ O
ምእሳር O
ስምዒት O
ግና O
ኣብ O
ገጻ O
ተራእዩ O
። O

ወይዘሮ O
ርግበ B-PER
ኣብ O
ገጽ O
ጓላ O
ዝረኣየቶ O
ስምዒት O
ግር O
ኣብ O
ዘብል O
ስምዒት O
ኣእትይዋ O
እዋእ! O

በለት O
ብልባ O
። O

ግና O
ብባዕላዊ O
ስክፍታ O
ተደሪኻ O
ክትዛረብ O
ኣይመረጸትን O
። O

ኣብ O
ክንድኡ O
ናብ O
ምኽሪ O
እያ O
ኣትያ O
። O

“ O
ጥንቃቐ O
ክፍለየኪ O
የብሉን O
እዛ O
ጓለይ! O

ሰብኣይን O
ከልብን O
ከም O
ዋናኦም O
እዮም O
። O

ከልቢ O
ኣታሕዛ O
እንተ O
ዘይክኢልካሉ O
ካብ O
ክሕልወካ O
ክነኽሰካ O
እዩ O
ዝቐርቦ O
። O

ሰብኣይ O
እውን O
ልክዕ O
ከምኡ O
እዩ O
። O

ብጥንቃቐ O
መንገዲ O
እናሓለኻ O
እንተ O
ዘይሒዝካዮ O
ሓደጋ O
እዩ O
። O

ሰይጣንን O
መልኣኽን O
ክትገብሮ O
እትኽእል O
ባዕልኻ O
ኢኻ O
። O

ካብ O
ደገ O
ኢና O
መጺእና O
እናበሉ O
ኩሉ B-DATE
ግዜ I-DATE
ከታልሉኽን O
የብሎምን O
። O

ደገ O
ማለት O
ኣታለለቲ O
ዝፈርያሉ O
ፋብሪካ O
ከም O
ዘይኮነ O
ኣፍልጣኦም O
። O

ዓሻ B-PER
ጓል O
ነብሳ O
ወጺዓ O
ስድራኣ O
እያ O
ትውጽዕ O
። O

እንተ O
ተታሊልካ O
ድማ O
ኣብቲ O
ትደልዮ O
ክትበጽሕ O
ትኽእል O
ኣይኮንካን O
። O

ጓል O
ከም O
ወተሃደር O
ክትመስል O
እንተ O
ኽኢላ O
ጥራይ O
እያ O
ኣብ O
ድላያ O
ትበጽሕ O
። O

ወተሃደር O
ኣብ O
ዝኾነ O
ይኹን O
እዋን B-DATE
ኣብ O
ነብሱን O
ኣብ O
ሃገሩን O
ሓደጋ O
ከይወርድ O
ክከላኸል O
እዩ O
ዝነብር O
። O

ጓል O
ድማ O
ወትሩ O
ዋልታ O
ናይ O
ገዛእ-ርእሳ O
ክትከውን O
እንተ O
ዘይክኢላ O
ዕውትቲ O
ክትከውን O
ዘለዋ O
ተኽእሎ O
ጸቢብ O
እዩ O
። O

ብምባል O
ኣስፊሓ O
ንጓላ O
መዓደት O
። O

“ O
እንታይከ O
ይብለኪ O
ኣሎ O
ቁም-ነገር O
ዘለዎ O
ዶ O
ይመስል O
እዚ O
ወዲ O
፧ O
እቲ O
ኣዘራርባኡስ O
ሕማቕ O
ኣይኮነን O
። O

ሰባት O
ዘኽብር O
እዩ O
ዝመስል O
። O

ንሚልክያስ B-PER
እናመጎሰት O
ብመንገዲ O
ጓላ O
ገይራ O
ክትፍትሾ O
ፈተነት O
። O

“ O
ገና O
ኣብ O
ምጽንናዕ O
ኢና O
ዘለና O
። O

ኣብዘን O
ወርሒ I-DATE
ዘይኣኽላ O
መዓልታት I-DATE
ከምዚ O
እዩ O
ክብሎ O
የጸግመኒ O
እዩ O
። O

ምኽንያቱ O
ምሉእ O
ዝኾነ O
ሓበሬታ O
ክህብ O
ስለ O
ዘይክእል O
። O

በለት O
ሕማቕ O
ይኹን O
ጽቡቕ O
ክትዛረብ O
ስለ O
ዘይደለየት O
ምቕልል O
ኢላ O
። O

ጥንቃቐ O
ክትገብር O
ትደሊ O
እያ O
። O

ወላ O
እኳ O
እቲ O
ኣብ O
መንጎ O
ክልቲኦም O
ዝተፈጥረ O
ናይ O
ሓሳብ O
ዘይምስምማዕ O
ቅር O
እንተ O
በላ O
ቀልጢፋ O
ክትውንጅሎ O
ግና O
ኣይደለየትን O
። O

“ O
ምስ O
መርሃዊት O
ከም O
ቀደምክን O
ዘለኽን O
ኣይትመስላን O
። O

ከምኡ O
መግበሪኣ O
ድማ O
ብዘይ O
ምኽንያት O
ክኸውን O
ዝኽእል O
ኣይኮነን O
“ O
። O

“ O
እወ O
ከም O
ቀደምና O
ኣይኮናን O
ግና O
ድማ O
መሓዙት O
እውን O
ኣይነበርናን O
። O

እዚ O
ኣረድእኒ O
እዚ O
ሓግዝኒ O
ስለ O
እትብለኒ O
ከምኡ O
እውን O
ጎረባብቲ O
ስለ O
ዝኾና O
ኢና O
ተቐራሪብና O
። O

ሕጂ B-DATE
ግና O
ዘይስመይ O
ክትህበኒ O
ስለ O
ዝጀመረት O
እቲ O
ዝሓሸ O
ኣማራጺ O
ምርሓቓ O
ምዃኑ O
ኣሚነሉ O
። O

“ O
“ O
እዋእ! O

ርግበ O
ሰንበደት O
። O

“ O
ኩላተን O
ድየን O
ዓጢቐናልና O
ንሳ O
ደኣኸ O
እንታይ O
ኮይና O
ክንዲ O
ዝሓገዝክያን O
ጓል O
ኣስመራ B-LOC
ክትኮኒ O
መገዲ O
ዘፍለጥክያ O
ዓሻስ O
ሓጋዚኣ O
እንተ O
ረኣየት O
መዲዳ O
ትሓብእ O
ድዩ O
ተባሂሉ O
፧ O

“ O
“ O
ኣብ O
መንጎ O
እዚ O
ክልተ O
ስድራ O
ባእስን O
ዕግርግርን O
ከም O
ዝፍጠር O
ዝገበረት O
ንሳ O
እያ O
ኣደ O
። O

“ O
በለት O
ኣዛሄር O
ብዘይ O
ንሕስያ O
። O

“ O
ኣብቲ O
ኣብ O
ልዕለይ O
ሕማቕ O
መረዳእታ O
ክህልዎ O
ፈተነ O
ኣካይዳ O
። O

እዚ O
ምስላጥ O
ምስ O
ኣበያ O
ድማ O
ነታ O
ሰበይቲ O
ዓርኪ O
ኣለዋ O
ኢላ O
ነጊራታ O
። O

ድሕሪ B-DATE
እዚ O
እሞ O
ከመይ O
ገይርና O
ክንሰማማዕ! O

ንሳ O
እውን O
ግብራ O
ፈሊጣ O
ከምቲ O
ናይ O
ቀደማ B-DATE
ሓግዝንን O
ኣረድእንን O
ምባል O
ገዲፋቶ O
ትርከብ O
ኣላ O
። O

ኣዛሄር B-PER
እቲ O
ኣብ O
ውሽጣ O
ዝነበረ O
ጉዳይ O
ብዝርዝር O
ናብ O
ኣደኣ O
ኣውጽኣቶ O
። O

“ O
ኣንቲ O
እንታይ O
ኢኺ O
ትብሊ O
ብኸመይ O
ደኣ O
ከምኡ O
ኢላትኪ O
ገለ O
ዝፈለጠቶ O
ነገር O
ከይህልዋ O
፧ O

ኣዒንቲ O
ርግበ O
ብጥርጣረ O
መልኡ O
። O

“ O
እንታይ O
ክትፈልጠለይ O
ደኣ O
ትም O
ኢላ O
እምበር O
በለት O
ኣዛሄር O
ከም O
ቁጥዕ O
ኢላ O
። O

እቲ O
ኣቐዲማ O
ብዛዕባ O
መርሃዊት O
ዝሃበቶ O
ሓበሬታ O
መዘዝ O
ከም O
ዘምጽኣላ O
ኣይፈለጠትን O
። O

“ O
ኣንቲ O
ቈልዓ O
ተጠንቀቒ! O

ጓልና O
ከምዚ O
እያ O
ኢልና O
ከም O
ዘይተመካሕና O
ኢድና O
ከይትሰብርና O
። O

ገለ O
ነገር O
እንተ O
ዘይትፈልጠልኪ O
ከምኡ O
ክትብለኪ O
ኣይትኽእልን O
እያ O
። O

ከምዘን O
ደቂ B-DATE
ዘመንና I-DATE
ኣብ O
ዘይጥቅው O
ዕርከነት O
ከይትኣምኒ O
ተጠንቀቒ O
እብለኪ O
ኣለኹ O
። O

ምሕጽንታኣ O
ኣቕረበት O
። O

ኣዛሄር B-PER
ብሕርቃን O
ኣዒንታ O
ኣፍጠጠት O
። O

“ O
እንታይ O
ዝፈለጥክዮ O
ኣለኪ O
እዩ O
ከምዚ O
ኢልኪ O
ትዛረቢ O
ዘለኺ O
ቅንኢ O
እንተ O
ዘይኮይኑ O
ዝፈለጠትለይ O
ጉዳይ O
ሃልይዋ O
ኣይኮነን O
። O

“ O
ክትከላኸል O
ፈተነት O
። O

ናይ O
ኣደኣ O
ዘረባ O
ቅር O
ኣቢልዋ O
ኣጉረምረመት O
። O

“ O
ዘይተፈስወ O
ኣይጭነውን O
እዩ O
ኣዛሄር O
። O

“ O
ኣብ O
ጎረባብትና O
እንታይ O
ዲና O
ንርኢ O
ዘለና O
ብዙሓት O
ኣዋልድ O
ስድራአን O
ከሕፍራ O
ኢና O
ንርእየን O
ዘለና O
። O

እዚ O
ንፋስ O
እዚ O
ድማ O
ኣብ O
ኩሉ O
ኣሎ O
። O

ምስ O
ኣድጊ O
ዝወዓለ O
ከም O
ዝበሃል O
መወዓልትኺ O
ንሳተን O
እየን O
። O

ትገብሪ O
ኢኺ O
ክንብለኪ O
እኳ O
እንተ O
ዘይደፈርና O
ግና O
ከም O
ወለዲ O
ከይንሓፍር O
ንጥንቀቕ O
። O

ካልኦት O
መዓስ O
ዘይተቖጻጸሩን O
ዘይኮስኮሱን O
ኮይኖም O
ግና O
ዓሻ O
ጓል O
ትልክመካ O
ስለ O
ዝኾነት O
ምስ O
መዕበያኺ O
እንተ O
ተባሂልካ O
እንታይ O
ትብል O
። O

“ O
ኣዛሄር B-PER
በቲ O
ዓጽማ O
ዝተንከፈ O
ናይ O
ኣደኣ O
ዘረባ O
፡ O
ንብዓት O
ናይ O
ኣዒንታ O
ክቕድማ O
እንከሎ O
ክትቆጻጸሮ O
ኣይከኣለትን O
። O

ግና O
ንኣደኣ O
ምንም O
ክትብላ O
ትኽእል O
ኣይነበረትን O
። O

ከም O
ዘይገበረት O
ክትመስል O
እንተ O
ዘይኮይኑ O
ድማ O
ኣቐዲማ O
ዕርክነት O
ፈቲና O
እያ O
። O

ኣደኣ O
ኣብቲ O
ዘሎ O
እምበር O
ካብ O
ባዶ O
ተበጊሳ O
ትዛረብ O
ኣይነበረትን O
። O

ኣነ O
ግና O
ዕርክነት O
ኣመሳሚሰ O
ናይ O
ጸይቂ O
ተግባራት O
ኣይፈጸምኩን O
። O

ስድራይ O
ብኣይ O
ሕማቕ O
ከም O
ዘይመጾም O
ሓደ B-DATE
መዓልቲ I-DATE
ክፈልጡ O
እዮም O
። O

ኣነ O
ኣብ O
ዝኾነ O
ይኹን O
እዋን B-DATE
ክብረይ O
ኣሕሊፈ O
ክህብ O
ኣይኮንኩን O
። O

“ O
ዓሻ B-PER
ጓል O
ንኽብረታ O
መወሻወሻ O
ትገብሮ O
ይብል O
ነይሩ O
ኣቦይ O
። O

“ O
ጓል O
ዝወለደ O
ስግኣት O
ኣለዎ O
እዛ O
ጓለይ! O

እዋእ O
ጓልካ O
ኣብ O
ጽቡቕ O
ደረጃ O
ወዲቓ O
፡ O
ብትምህርታ O
ሰብ O
ከተዛርብ O
፡ O
ኣብ O
ቁም-ነገር O
ምስ O
በጽሐት O
ድማ O
ብኽብሪ O
ክትወጽእ O
እዩ O
ስድራ O
ዝምነ O
። O

እዚ O
ግና O
ዋጋ O
ይሓትት O
እዩ O
። O

ስግኣት O
እዩ O
ድማ O
ዘዛርበና O
ዘሎ O
እምበር O
ኣብ O
ሕማቕ O
ስለ O
ዝወደቕኪ O
ኣይኮነን O
። O

ስለዚ O
ለብሚ O
እምበር O
ኣይትንብዒ O
። O

“ O
እቲ O
ጌጋ O
ናትኪ O
እዩ O
ኣደ! O

ሚልክያስ B-PER
ኣብ O
ስምዒት O
ኣትዩ O
ተዛረበ O
። O

እቲ O
ንምርድዳእ O
ኢሉ O
ዝጀመረ O
ዘረባ O
ኣንፈቱ O
ቀይሩ O
ከም O
ክርቢት O
ዝተሸርጠጦ O
ሓሰር O
ሸባዕባዕ O
ክብል O
ተራእየ O
። O

“ O
ኣዛሄር B-PER
ዓርኪ I-PER
ይሃልዋ O
ኣይሃልዋ O
ንዓኺ O
ዝምልከት O
ኣይነበረን O
። O

እንተ O
ተመልከተኪ O
ድማ O
ምሳይ O
እምበር O
ምስ O
ኣደኣ O
ንጓላ O
ኣልዒልኪ O
ክትዘራረቢ O
ኣይነበረክን O
። O

ጓል O
ዘይወለደኪ O
እንተ O
ዘይኮይኑ O
ጓል O
ንዝወለደ O
ከምኡ O
ኣይበሃልን O
እዩ O
። O

ኣደኣ O
፡ O
ጓልኪ O
ከምዚ O
ባህሪ O
ኣለዋ O
ክትብልያ O
እንከለኺ O
እንታይ O
ክትብለኪ O
ዲኺ O
ትጽበዩ O
ነይርኪ O
ወድኺ O
ዕዋላ O
እዩ O
እንተ O
ዝብሉኺ O
እንታይ O
ምበልክዮም O
፧ O
ኣደ O
ንሳ O
ድማ O
ከምኡ O
ንጓላ O
ኣሕሊፋ O
ዘይትህብ O
ኣደ O
እያ O
። O

ከምኡ O
ስለ O
ዝገበረት O
ጥራይ O
ድማ O
ከም O
ጸላኢትኪ O
ክትሓስብያ O
ግቡእ O
ኣይኮነን O
። O

“ O
ኣንታ O
ወዲ O
፡ O
ባዕላ O
ትፍለጥ O
እብለካ O
ኣለኹ O
። O

“ O
ሕሉፍ O
ሓሊፍካስ O
ይቕረ O
በልላ O
ክትብለኒ O
። O

ካብ O
ይቕረ O
በልላ O
ክትብለኒ O
። O

ካበይ O
ዝመጻእካ O
ኢኻ O
ወደይ O
ንስኻ O
መሕሰር O
ኣደኡ! O

ኣስተማሰለት O
። O

“ O
በል O
ደሓን O
ርእየልካ O
ኣለኹ O
ኣፍካ O
ጥራይ O
ዕጸወለይ O
። O

“ O
“ O
ይቕረ O
ምባል O
ስዕረት O
ማለት O
ድዩ O
፧ O

“ O
ባዕልኻ O
ትፈልጥ O
ኢለካ O
ኣለኹ O
። O

እታ O
ጓል O
ድያ O
ንኣደኻ O
ከምኡ O
በላ O
ኢላ O
ልኢኻትካ O
ኣንታ O
ክብሪ O
ዘይብሉ O
ሽዩጥ! O

እታ O
ሰበይቲ O
ብዘይ O
ንሕስያ O
እያ O
ትዛረብ O
ነይራ O
። O

“ O
ጓል O
እንተ O
ኸደት O
ጓል O
ትመጽእ O
ኢልካ O
ግዳ O
ዘይትኣምን O
። O

ጨቖቕ O
ኢለ O
ከም O
ዘየዕበኹስ O
እዘን B-DATE
ሕጂ I-DATE
ዝፈለጥካየን O
ኣደን O
ጓልን O
ከምኡ O
ገይረን O
ልብኻ O
ክዝውርኦ O
። O

እሞ O
ድማ O
ዘይጥዑይ O
መልእኽቲ O
ኣሰኪመን O
ክሰዳኻ O
ኣንታ O
ፈዊሰናኻ O
ድየን O
፧ O

ጥርጣረኣ O
ናብ O
ካልእ O
ገዓዘ O
። O

ፍዉስ O
ሰብ O
ከም O
ትርኢ O
ድማ O
ብስግኣት O
ጠመተቶ O
። O

“ O
ኣደ O
ትም O
ኢልኪ O
እንዶ O
ዘይከውን O
ኣይትዛረቢ! O

ክገንሓ O
ፈተነ O
። O

“ O
ፈለማ O
ህድእ O
ክትብሊ O
ፈትኒ O
። O

ኣነ O
ዝብለኪ O
ዘለኹ O
ኣይተረዳእክን O
። O

ይቕረ O
ምባል O
ናይ O
ለባማት O
ተግባር O
እዩ O
። O

ለባም O
ሰብ O
ጥራይ O
ድማ O
እዩ O
ይቕረ O
ዝፈልጥ O
። O

ወይዘሮ O
ርግበ B-PER
እውን O
በደላ O
ተረዲእዋ O
ይቕረ O
ክትብለልኪ O
ተዳልያ O
ትጽበ O
ኣላ O
። O

ግና O
እቲ O
ነገር O
ብኣኺ O
ስለ O
ዝተጀመረ O
ኣቐዲምኪ O
እቲ O
ጥዑይ O
ዘረባ O
ንስኺ O
ክትጅምርዮ O
ኣለኪ O
ጥራይ O
እየ O
ዝብለኪ O
ዘለኹ O
። O

ኣደኡ O
እንተ O
ኣእመነ O
ደጋጊሙ O
ፈተነ O
ኣካየደ O
። O

“ O
እምቢ O
ኢለካ O
ኣለኹ! O

ሕጂ B-DATE
ዘረባ O
ክትጠዋዊ O
ኣይትፈትን O
። O

ሰብኣይ O
ትመስለኒ O
ነይርካ O
። O

ንስኻ O
ግና O
ናይ O
ኣቦኻ O
መሰለት O
ዘይብልካ O
ምሽቲ O
ኢኻ O
። O

ሕጂ B-DATE
ከምዚ O
ዝኾንካስ O
ጽባሕ B-DATE
ንግሆ I-DATE
እንታይ O
በል O
ክትከውን O
ኢኻ O
ገና O
ሰበይትኻ O
ዘይኮነት O
ከም O
ሰዓት B-DATE
ከተሽከርክረካ O
ካብ O
ጀመረት O
ሰበይትኻ O
ምስ O
ኮነት O
ደኣ O
ንኣደ O
ኣውጽኣያ O
እንተ O
ኢላትካ O
እውን O
ካብ O
ቤተይ O
ሓግሒግካ O
ከተውጽኣኒ O
ኢኻ O
። O

“ O
ዘረባ O
ኣደኡ O
ኣገሪምዎ O
ካብ O
ክሳድ O
ንላዕሊ O
ሰሓቐ O
። O

“ O
ኣይትገድፍን O
ኢኻ! O

ወይ O
ሊቀ-መልኣክቲ! O

ኣስቆርቆረት O
። O

“ O
እንታይ O
ኢኺ O
ነዚ O
ዘረባ O
ናብ O
ካልእ O
ትወስድዮ O
ኣደ! O

ኣነ O
ተዓረቒ O
እብለኪ O
ኣለኹ O
። O

እንታይ O
ክትገብሪ O
ደኣ O
ቤተክርስትያን B-LOC
ትመላለሲ O
ኣለኺ O
እቲ O
ኣብኡ O
ትረኽብዮ O
ስብከት O
ነዚ O
ንብለኪ O
ዘለና O
ዕርቂ O
ዘይከውን O
ድዩ O
፧ O

እሞ O
ግደፍዮ O
። O

ቤተክርስትያን B-ORG
ተዓሪቕካን O
ሰላም O
ገይርካን O
ኢኻ O
ትኸዶ O
። O

ኣባጨወ O
። O

ድምጻ O
ናብ O
ጭዳረ O
ገጹ O
ተቐየረ O
። O

ነብሳ O
እውን O
ከንቀጥቅጥ O
ተራእየ O
። O

እምነታን O
ሃይማኖታን O
ዘነኣእስ O
ዝነበረ O
እዩ O
ዝመስላ O
ነይሩ O
። O

“ O
ኣብቲ O
ዘለኻዮ O
ዓዲ O
እምነት O
ከም O
ዘየለ O
እፈልጥ O
እየ O
። O

ግና O
ግደፈኒ O
ኣታ O
ቈልዓ! O

ኣዒንታ O
ተኺላ O
ክቱር O
ጽልኣ O
እናገለጸት O
ጠመተቶ O
። O

“ O
ሕራይ O
ግደፍዮ! O

መርዓይን B-PER
ደርዓይን I-PER
ክትርኢ O
ከም O
ዘይትደልዩ O
ብግብሪ O
ፈሊጠ O
ኣለኹ O
። O

ከምዚ O
ምዃንኪ O
እንተ O
ዝፈልጥ O
እውን O
ክርእየኪ O
ኣይምመጻእኩን O
። O

ናፍቆትኪ O
እምበር O
ናፍቆት O
ካልእ O
ኣየምጽኣንን O
። O

“ O
በለት O
ሰበይቲ O
ኩሉ O
ነገር O
ከም O
ዝተወድኣ O
ትሪ O
ብዘለዎ O
ቃና O
። O

“ O
ሓንቲ B-DATE
መዓልቲ I-DATE
ኮፍ B-MISC
ኢልካ O
ዘዕለልካኒ O
መዓልቲ B-DATE
ኣላ O
ድያ O
ለይተ-ለይቲ O
እናመጻእካ O
ደኣ O
ካብ O
ድቃሰይ O
ተበራብረኒ O
ኣለኻ O
እምበር O
። O

ኪድ O
ደኣ O
ነታ O
ዘይትፈልጠካ O
በላ O
። O

“ O
“ O
ደሓን O
ክኸደልኪ O
እየ O
ነዊሕ B-DATE
ግዜ I-DATE
ኣይተረፈንን O
። O

እንተ O
ተረፈኒ O
እውን O
ክኣኽለኒ O
ይኽእል O
እዩ O
። O

ኪንይኡ O
ዘረባ O
ክቕጽል O
ስለ O
ዘይደለየ O
መሰስ O
ኢሉ O
ካብ O
ቤት O
ወጸ O
። O

እቶም O
ክልተ O
ናይ O
ልቢ O
ኣዕሩኽ O
ኣብቲ O
ሻሂ O
ዝሰትይሉ O
ዝነበሩ O
ቦታ O
ኮይኖም O
ዘበገስዎ O
ዕላል O
እዩ O
ንኽልቲኦም O
ዝን O
ኣቢልዎም O
። O

ቅድሚ B-DATE
ገለ O
ደቓይቕ O
ኣቦ O
ሶልያና B-PER
ናብ O
ሲናይ B-PER
ደዊሉ I-PER
ኣብ O
ዘለዎ O
ክነጥብ O
ምዃኑ O
ሓበሬታ O
ስለ O
ዝሃቦ O
እዩ O
እቲ O
ስክፍታ O
መጺኡ O
። O

“ O
ኣንታ O
እዚ O
ሰብኣይ O
ምፍራግ O
ኣብዩኒ O
እምበር O
በለ O
ሲናይ O
ኣብ O
ገጹ O
ክቱር O
ስክፍታ O
እናተነበበ O
። O

“ O
እንታይ O
ክብሎ O
እዩ O
ዝደልየኒ O
ዘሎ O
። O

ኣብዛ O
ሕጂ B-DATE
ሰዓት I-DATE
ምስ O
ሶሊ O
ጽቡቕ O
ስለ O
ዘለና O
ንዓኣ O
ዘኾሪ O
ተግባራት O
ክገብር O
ኣይክእልን O
እየ O
። O

“ O
በለ O
ርእሱ O
ደጋጊሙ O
እናሓኸኸ O
። O

“ O
እንታይ O
እዩ O
ክብለካ O
ዝደሊ O
ዘሎ O
፧ O

ሴም B-PER
ዝገረሞ O
ክመስል O
ቀው O
ኢሉ O
ጠመቶ O
። O

“ O
እቲ O
ኣቐዲሙ O
ዝበለና O
እምበር O
ካልእ O
ደኣ O
እንታይ O
ክብለኒ O
። O

ረሲዕካዮ O
ዲኻ O
፡ O
ኣዕሊለካ O
ነይረ O
ምሽ O
ኣንታ O
በል O
ኣነሀለካ O
መጺኡ O
። O

“ O
ሲናይ O
ርእሱ O
ቀበረ O
። O

“ O
እንታይ O
እየ O
ክብሎ O
ወደይ O
፧ O

ኣብ O
ጭንቀት O
ኣተወ O
። O
ሎሚ B-DATE
ኣብ O
ዓለምና O
ዘየላ O
ዓይነት O
ዑፍ O
ዝወለደቶ O
ካብ O
መጠን O
ንላዕሊ O
ግዝፊ O
ዘለዎ O
እንቋቑሖ O
ዝሓለፈ B-DATE
ሰሙን I-DATE
ኣብ O
ዓዲ B-LOC
እንግሊዝ I-LOC
ኣብ O
ዝተገብረ O
ጨረታ O
ብ101813 O
ዶላር O
ከም O
እተሸጠ O
፡ O
ማይ-ወይ O
ዝተባህለ O
መርበብ O
ዜና O
ሓቢሩ O
። O

እዚ O
ቅድሚ B-DATE
መበል I-DATE
17 I-DATE
ክፍለ-ዘመን I-DATE
ከም O
እተወልደ O
ዝተነግረሉ O
እንቋቑሖ O
፡ O
30. O
48 O
ሴንት-ሜተር O
ቁመትን O
22 O
ሴንቲ-ሜተር O
ሰንጣቒትን O
ዘለዎ O
ኮይኑ O
፡ O
እታ O
ዝወለደቶ O
ዓይነት O
ዑፍ O
ካብተን O
ሓርማዛዊ O
ኣዕዋፍ O
ተባሂለን O
ዝፍለጣ O
፡ O
ቅድሚ O
መዋእላት B-DATE
ዝጸነታ I-DATE
ዓርሞሽሽ O
ኣዕዋፍ O
ምዃና O
እዩ O
እቲ O
ምንጪ O
ዝገልጽ O
። O

እቲ O
እንቋቑሖ O
ኣብ O
ደሴት B-LOC
ማዳጋስካር I-LOC
እዩ O
ተወሊዱ O
። O

እዚ O
ሕጂ B-DATE
ንመሸጣ O
ዝቐረበ O
እንቋቑሖአን O
ድማ O
ግዝፉ O
100 O
ዕጽፊ O
ናይ O
ደርሆ O
እንቋቑሖ O
እዩ O
። O

እቲ O
እንቋቑሖ O
ኣብ O
ከተማ B-LOC
ለንደን I-LOC
ይጫረት O
እምበር O
ኣበየናይ O
ቤተ-መዘክር O
ተዓቂቡ O
ከም O
ዝጸንሐ O
እቲ O
ምንጪ O
ዝሃቦ O
ዝርዝራዊ O
ሓበሬታ O
የለን O
። O

“ O
ስስዐ O
ጾምካ O
የሕድር! O

“ O
ሓደ O
በይኑ O
ዝቕመጥ O
ስሱዕ O
ሰብኣይ O
ነበረ O
። O

ክወሃብ O
እንተ O
ዘይኮይኑ O
ክህብ O
ተራእዩ O
ኣይፈልጥን O
። O

በዚ O
ኸኣ O
ብኹሎም O
ነበርቲ O
ናይቲ O
ዓዲ O
ጽሉእን O
ንጹልን O
ነበረ O
። O

ሓደ B-DATE
ምሸት I-DATE
ክድረር O
እናተዳለወ O
ማዕጾ O
ገዝኡ O
ክኩሕኳሕ O
ምስ O
ሰምዐ O
“ O
መን O
እዩ O
ኣብ O
እዛ O
መኣደይ O
ተጸናጺኑ O
ዝመጸኒ O
ዘሎ O
፧ O

“ O
ኢሉ O
ነቲ O
ማዕጾ O
እናተጸናጸነ O
ከስቅጥ O
ፈተነ O
። O

እንተ O
ኾነ O
እቲ O
ማዕጾ O
ብተደጋጋሚ O
ምስ O
ተኳሕኩሐ O
ነቲ O
ክድረሮ O
ዝቐረቦ O
መግቢ O
ሸበድበድ O
እናበለ O
ንውሽጢ O
ኣእትዩ O
ሓብኦ O
እሞ O
“ O
መን O
ኢኻ O
፧ O

“ O
በለ O
ብዓውታ! O

“ O
ኣነ O
እየ O
በለ O
እቲ O
ጋሻ O
መን O
ምዃኑ O
ብድሃዩ O
ስለ O
ዘለለዮ O
ከፈቶ O
። O

ድሕሪ B-DATE
ምልውዋጥ O
ሰላምታ O
እቲ O
ጋሻ O
ምሕዳሩ O
ከም O
ዝመጸ O
ምስ O
ገለጸሉ O
“ O
እዋእ O
ኣነ O
ድኣ O
ሕጂ B-DATE
እንድየ O
ተደሪረ O
ዝተደረርኩሉ O
ናውቲ O
ከለዓዕልን O
ንስኻ O
ክትመጽእን O
ሓደ O
ኮይኑ O
ኣታ O
እዘን O
ሓማትካ O
ኣይፈትዋኻን O
እየን O
መስለኒ O
በሎ O
። O

እቲ O
ጋሻ O
ተደሪሩ O
ከም O
ዝመጸ O
ፍጹም O
ኣይፈለጠን O
። O

“ O
ኣይ O
ኣይፋለይ O
ኣነስ O
ደኺመ O
እየ O
ውዒለ O
እሞ O
ድራር O
ይትረፈኒ O
ኣብዚኣ O
ሓዲረ O
ንግሆ O
ክግስግስ O
እየ O
በሎ O
። O

ነቲ O
ጋሻ O
ምስኡ O
ከየድርር O
ክብል O
ግን O
ጾሙ O
ከብዱ O
እናሓኸኸ O
ሓደረ O
። O

እቲ O
ጋሻ O
ግን O
ከብዱ O
መሊኡ O
ስለ O
ዝመጸ O
ልዋም O
ለይቲ O
ሓደረ! O

ርአኹም O
በሉ O
ፍቱዋት O
ደቀይ O
ከምቲ O
ወለዲ O
“ O
ሓደ O
ከይጽንብሩ O
ጾሞም O
ይሓድሩ O
“ O
ዝበልዎ O
እዩ! O

ስስዐ O
ይልክመካ O
እዩ O
ልግሲ O
ግን O
ይቐድወካ O
ቀዳሞት O
ወራዙት O
ወለዲ O
ኣብ O
እዋን B-DATE
ቁርሲ I-DATE
ወይ O
መኣዲ O
ንዝመጽእ O
ጋሻ O
“ O
ንሓደ O
ዝበልካዮ O
ንኽልተ O
ይኸውን O
እናበሉ O
እዮም O
ዘዐንግሉን O
ዝጋብዙን O
። O

እዚ O
ከኣ O
ሓድሕዳዊ O
ፍቕሪ O
ስለ O
ዝፈጥር O
ለጋሳት O
እምበር O
ስሱዓት O
ኣይትኹኑ O
። O

ስስዐ O
ጾምካ O
ስለ O
ዘሕድር! O
ማይተመናይ O
ጽዋእ O
ናጽነት O
ኣልዒላ O
። O

ክልቲአን O
ጋንታታት O
ኣብ O
